Playlist,Categoria,Rotulo,Posicao,Musica,Artista,Duracao,Link_Spotify
TB 100 Vol. 10,Volume,Vol. 10,3,Wanna Be Startin' Somethin',Michael Jackson,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,4,When the Levee Breaks,Led Zeppelin,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,5,You Know You're Right,Nirvana,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,6,Honky Tonk Women,The Rolling Stones,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,7,"Don't Think Twice, It's All Right",Bob Dylan,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,8,Modern Love,David Bowie,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,9,Sign o' the Times,Prince,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,10,Atlantic City,Bruce Springsteen,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,11,New Year's Day,U2,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,12,High Hopes,Pink Floyd,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,13,You Better You Bet,The Who,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,14,It's a Long Way to the Top (If You Wanna Rock 'n' Roll),AC/DC,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,15,Creeping Death,Metallica,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,16,Mr. Brownstone,Guns N' Roses,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,17,Heartache Tonight,Eagles,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,18,You Make Loving Fun,Fleetwood Mac,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,19,Love Me Two Times,The Doors,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,20,Manic Depression,Jimi Hendrix,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,21,I Shot the Sheriff,Bob Marley,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,22,For Once in My Life,Stevie Wonder,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,23,Can I Get a Witness,Marvin Gaye,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,24,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,25,Don't Go Breaking My Heart,Elton John,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,26,In the Ghetto,Elvis Presley,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,27,Drown in My Own Tears,Ray Charles,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,28,My Ding-a-Ling,Chuck Berry,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,29,Barbara Ann,The Beach Boys,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,30,A Hazy Shade of Winter,Simon & Garfunkel,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,31,Idioteque,Radiohead,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,32,Rock 'n' Roll Star,Oasis,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,33,In My Place,Coldplay,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,34,The Zephyr Song,Red Hot Chili Peppers,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,35,So Lonely,The Police,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,36,Keep the Faith,Bon Jovi,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,37,Be Good to Yourself,Journey,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,38,This Is a Call,Foo Fighters,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,39,Just Breathe,Pearl Jam,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,40,Welcome to Paradise,Green Day,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,41,Papercut,Linkin Park,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,42,Mardy Bum,Arctic Monkeys,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,43,A Dustland Fairytale,The Killers,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,44,Why Can't I Be You?,The Cure,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,45,Everything Counts,Depeche Mode,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,46,My Wave,Soundgarden,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,47,Conquest,The White Stripes,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,48,Slippery People,Talking Heads,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,49,Out of Time,Blur,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,50,Skateaway,Dire Straits,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,51,Rag Doll,Aerosmith,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,52,Stand,R.E.M.,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,53,Girlfriend in a Coma,The Smiths,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,54,Resistance,Muse,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,55,Right Now,Van Halen,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,56,Breakdown,Tom Petty and the Heartbreakers,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,57,Roll Me Away,Bob Seger,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,58,Bankrobber,The Clash,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,59,Days,The Kinks,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,60,Supernaut,Black Sabbath,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,61,Into the Groove,Madonna,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,62,My Love Is Your Love,Whitney Houston,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,63,I Don't Wanna Fight,Tina Turner,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,64,Fernando,ABBA,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,65,How Can You Mend a Broken Heart,Bee Gees,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,66,Boy Blue,Cyndi Lauper,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,67,Rumour Has It,Adele,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,68,In My Bed,Amy Winehouse,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,69,Good Times,Sam Cooke,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,70,Shake,Otis Redding,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,71,Partition,Beyoncé,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,72,Love on the Brain,Rihanna,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,73,Applause,Lady Gaga,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,74,Wide Awake,Katy Perry,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,75,Wildest Dreams,Taylor Swift,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,76,Happier,Ed Sheeran,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,77,Count on Me,Bruno Mars,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,78,Take My Breath,The Weeknd,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,79,Hallucinate,Dua Lipa,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,80,Move Your Body,Sia,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,81,The Way I Am,Eminem,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,82,Show Me What You Got,Jay-Z,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,83,Through the Wire,Kanye West,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,84,m.A.A.d city,Kendrick Lamar,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,85,Marvins Room,Drake,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,86,Me Against the World,2Pac,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,87,Ten Crack Commandments,The Notorious B.I.G.,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,88,Vato,Snoop Dogg,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,89,Natural Born Killaz,Dr. Dre,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,90,Prototype,OutKast,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,91,Karma,Alicia Keys,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,92,Made to Love,John Legend,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,93,Fire on Fire,Sam Smith,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,94,Buzzcut Season,Lorde,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,95,What Was I Made For?,Billie Eilish,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,96,Warriors,Imagine Dragons,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,97,Makes Me Wonder,Maroon 5,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,98,Feel Again,OneRepublic,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,99,Aerodynamic,Daft Punk,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,100,Put Your Lights On,Santana,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
